,saversion,saverest,areasymbol,areaname,lkey,musym,muname,museq,mukey,comppct_r,compname,localphase,slope_r,cokey,hzdept_r,hzdepb_r,ksat_r,sandtotal_r,claytotal_r,silttotal_r,dbthirdbar_r,partdensity,wsatiated_r,chkey
199,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,12,Saunook,,22.0,20066845,23.0,150.0,9.0,38.0,25.0,37.0,1.48,2.61,36.0,58864059
200,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,20066846,0.0,13.0,9.18,49.0,19.0,32.0,1.41,2.62,41.0,58864060
201,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,20066846,96.0,122.0,2.83,52.0,27.0,21.0,1.57,2.65,36.0,58864061
202,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,20066846,13.0,96.0,0.92,33.0,41.0,26.0,1.42,2.64,40.0,58864062
203,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,8,Hayesville,,22.0,20066846,122.0,203.0,28.23,55.0,16.0,29.0,1.56,2.65,35.0,58864063
204,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Trimont,stony,40.0,20066847,0.0,23.0,28.0,46.0,14.0,40.0,1.16,2.54,40.0,58864064
205,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Trimont,stony,40.0,20066847,23.0,114.0,9.0,52.0,27.0,21.0,1.56,2.67,36.0,58864065
206,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Trimont,stony,40.0,20066847,114.0,203.0,9.0,63.0,14.0,23.0,1.56,2.66,34.0,58864066
207,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Chestnut,stony,40.0,20066848,89.0,203.0,7.0,,,,,,,58864067
208,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Chestnut,stony,40.0,20066848,0.0,17.0,28.0,71.0,13.0,16.0,1.4,2.6,36.0,58864068
209,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,4,Chestnut,stony,40.0,20066848,17.0,89.0,28.0,48.0,16.0,36.0,1.5,2.66,38.0,58864069
210,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,20066849,0.0,13.0,28.0,46.0,13.0,41.0,1.36,,34.0,58864070
211,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,20066849,13.0,74.0,9.0,56.0,27.0,17.0,1.56,,36.0,58864071
212,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,20066849,94.0,203.0,9.0,68.0,13.0,19.0,1.57,,34.0,58864072
213,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,50,Evard,,40.0,20066849,74.0,94.0,9.0,65.0,16.0,19.0,1.54,,36.0,58864073
214,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,26,Cowee,,40.0,20066850,68.0,203.0,7.0,,,,,,,58864074
215,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,26,Cowee,,40.0,20066850,0.0,13.0,28.0,45.0,14.0,41.0,1.39,,38.0,58864075
216,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,26,Cowee,,40.0,20066850,13.0,68.0,9.0,34.0,29.0,37.0,1.49,,36.0,58864076
217,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,10,Edneyville,stony,40.0,20066851,0.0,13.0,28.0,68.0,12.0,20.0,1.41,2.6,37.0,58864077
218,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,10,Edneyville,stony,40.0,20066851,13.0,78.0,9.0,48.0,17.0,35.0,1.5,2.66,37.0,58864078
219,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,10,Edneyville,stony,40.0,20066851,78.0,203.0,28.0,67.0,13.0,20.0,1.59,2.66,31.0,58864079
220,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,6,Saunook,stony,40.0,20066852,0.0,23.0,9.0,44.0,16.0,40.0,0.95,2.48,49.0,58864080
221,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,6,Saunook,stony,40.0,20066852,23.0,150.0,9.0,40.0,25.0,35.0,1.51,2.61,35.0,58864081
222,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvE,"Evard-Cowee complex, 30 to 50 percent slopes",46,545837,6,Saunook,stony,40.0,20066852,150.0,203.0,28.0,48.0,12.0,40.0,1.54,2.62,32.0,58864082
223,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,2,Fannin,,63.0,20066815,0.0,10.0,28.0,69.0,15.0,16.0,1.44,,39.0,58863964
224,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,2,Fannin,,63.0,20066815,10.0,53.0,9.0,56.0,26.0,18.0,1.59,,36.0,58863965
225,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,2,Fannin,,63.0,20066815,53.0,203.0,9.0,66.0,15.0,19.0,1.62,,32.0,58863966
226,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Edneyville,stony,63.0,20066816,13.0,109.0,28.0,70.0,14.0,16.0,1.56,,34.0,58863967
227,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Edneyville,stony,63.0,20066816,109.0,203.0,28.0,67.0,13.0,20.0,1.58,,33.0,58863968
228,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Edneyville,stony,63.0,20066816,0.0,13.0,28.0,67.0,12.0,21.0,1.42,,37.0,58863969
229,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,3,Cullasaja,very stony,40.0,20066817,0.0,46.0,28.0,69.0,15.0,16.0,1.04,,24.0,58863970
230,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,3,Cullasaja,very stony,40.0,20066817,46.0,86.0,28.0,68.0,16.0,16.0,1.51,,21.0,58863971
231,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,3,Cullasaja,very stony,40.0,20066817,86.0,203.0,28.0,76.0,12.0,12.0,1.6,,19.0,58863972
232,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,30,Cowee,,63.0,20066818,0.0,13.0,28.0,45.0,14.0,41.0,1.34,,37.0,58863973
233,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,30,Cowee,,63.0,20066818,13.0,68.0,9.0,44.0,29.0,27.0,1.54,,34.0,58863974
234,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,30,Cowee,,63.0,20066818,68.0,203.0,7.0,,,,,,,58863975
235,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,0,Rock outcrop,,,20066819,0.0,203.0,0.035,,,,,,,58863976
236,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,20066820,74.0,94.0,9.0,50.0,20.0,30.0,1.58,,35.0,58863977
237,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,20066820,0.0,13.0,28.0,45.0,13.0,42.0,1.36,,39.0,58863978
238,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,20066820,13.0,74.0,9.0,44.0,29.0,27.0,1.54,,36.0,58863979
239,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,50,Evard,,63.0,20066820,94.0,203.0,9.0,67.0,13.0,20.0,1.58,,34.0,58863980
240,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Chestnut,stony,63.0,20066821,0.0,10.0,28.0,70.0,13.0,17.0,1.42,,33.0,58863981
241,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Chestnut,stony,63.0,20066821,10.0,91.0,28.0,69.0,15.0,16.0,1.55,,31.0,58863982
242,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,6,Chestnut,stony,63.0,20066821,91.0,203.0,7.0,,,,,,,58863983
243,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,3,Trimont,stony,63.0,20066822,0.0,23.0,28.0,45.0,14.0,41.0,1.14,,40.0,58863984
244,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,3,Trimont,stony,63.0,20066822,23.0,114.0,9.0,56.0,26.0,18.0,1.46,,39.0,58863985
245,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvF,"Evard-Cowee complex, 50 to 95 percent slopes, stony",47,545838,3,Trimont,stony,63.0,20066822,114.0,203.0,9.0,70.0,14.0,16.0,1.55,,34.0,58863986
246,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,FaD,"Fannin fine sandy loam, 15 to 30 percent slopes",51,545842,80,Fannin,,23.0,20066723,0.0,18.0,28.0,68.8,15.0,16.2,1.4,,40.0,58863699
247,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,FaD,"Fannin fine sandy loam, 15 to 30 percent slopes",51,545842,80,Fannin,,23.0,20066723,18.0,53.0,9.0,55.8,26.5,17.7,1.4,,41.0,58863700
248,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,FaD,"Fannin fine sandy loam, 15 to 30 percent slopes",51,545842,80,Fannin,,23.0,20066723,53.0,203.0,9.0,65.9,15.0,19.1,1.4,,38.0,58863701
249,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,FaE,"Fannin fine sandy loam, 30 to 50 percent slopes",52,545843,80,Fannin,,40.0,20066724,0.0,18.0,28.0,68.8,15.0,16.2,1.4,,39.0,58863702
250,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,FaE,"Fannin fine sandy loam, 30 to 50 percent slopes",52,545843,80,Fannin,,40.0,20066724,18.0,66.0,9.0,35.2,29.0,35.8,1.4,,41.0,58863703
251,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,FaE,"Fannin fine sandy loam, 30 to 50 percent slopes",52,545843,80,Fannin,,40.0,20066724,66.0,84.0,9.0,44.3,15.0,40.7,1.4,,38.0,58863704
252,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,FaE,"Fannin fine sandy loam, 30 to 50 percent slopes",52,545843,80,Fannin,,40.0,20066724,84.0,203.0,9.0,65.9,15.0,19.1,1.4,,38.0,58863705
253,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,NkA,"Nikwasi fine sandy loam, 0 to 2 percent slopes, frequently flooded",58,545849,70,Nikwasi,frequently flooded,1.5,20066741,0.0,66.0,28.0,67.5,11.5,21.0,1.4,,34.0,58863754
254,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,NkA,"Nikwasi fine sandy loam, 0 to 2 percent slopes, frequently flooded",58,545849,70,Nikwasi,frequently flooded,1.5,20066741,66.0,203.0,92.0,90.6,3.0,6.4,1.5,,9.0,58863755
255,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,NkA,"Nikwasi fine sandy loam, 0 to 2 percent slopes, frequently flooded",58,545849,10,Nikwasi,undrained,1.5,20066742,0.0,66.0,28.0,67.5,11.5,21.0,1.4,,34.0,58863756
256,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,NkA,"Nikwasi fine sandy loam, 0 to 2 percent slopes, frequently flooded",58,545849,10,Nikwasi,undrained,1.5,20066742,66.0,203.0,92.0,90.6,3.0,6.4,1.5,,9.0,58863757
257,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Chestnut,"high precipitation, stony",22.0,20066865,0.0,8.0,91.0,61.0,15.0,24.0,1.42,2.6,34.0,58864141
258,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Chestnut,"high precipitation, stony",22.0,20066865,8.0,71.0,28.0,54.0,14.0,32.0,1.48,2.66,37.0,58864142
259,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Chestnut,"high precipitation, stony",22.0,20066865,71.0,203.0,7.0,,,,,,,58864143
260,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,1,Tuckasegee,"high precipitation, very stony",22.0,20066866,0.0,28.0,28.0,43.0,17.0,40.0,0.94,2.51,43.0,58864144
261,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,1,Tuckasegee,"high precipitation, very stony",22.0,20066866,28.0,152.0,91.0,53.0,13.0,34.0,1.48,2.65,31.0,58864145
262,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,1,Tuckasegee,"high precipitation, very stony",22.0,20066866,152.0,203.0,28.0,54.0,14.0,32.0,1.54,2.65,23.0,58864146
263,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,1,Cullasaja,"high precipitation, very stony",22.0,20066867,0.0,46.0,91.0,63.0,14.0,23.0,1.02,2.51,26.0,58864147
264,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,1,Cullasaja,"high precipitation, very stony",22.0,20066867,46.0,86.0,91.0,61.0,14.0,25.0,1.49,2.65,24.0,58864148
265,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,1,Cullasaja,"high precipitation, very stony",22.0,20066867,86.0,203.0,91.0,56.0,14.0,30.0,1.48,2.65,23.0,58864149
266,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Unaka,"high precipitation, stony",22.0,20066868,79.0,203.0,21.0,,,,,,,58864150
267,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Unaka,"high precipitation, stony",22.0,20066868,0.0,23.0,9.0,42.0,19.0,39.0,0.93,2.51,51.0,58864151
268,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Unaka,"high precipitation, stony",22.0,20066868,23.0,69.0,28.0,51.0,12.0,37.0,1.48,2.65,35.0,58864152
269,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Unaka,"high precipitation, stony",22.0,20066868,69.0,79.0,7.0,,,,,,,58864153
270,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,80,Plott,"high precipitation, stony",22.0,20066869,3.0,18.0,28.0,61.0,15.0,24.0,0.99,2.51,54.0,58864154
271,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,80,Plott,"high precipitation, stony",22.0,20066869,119.0,203.0,28.0,67.0,9.0,24.0,1.55,2.65,29.0,58864155
272,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,80,Plott,"high precipitation, stony",22.0,20066869,38.0,84.0,9.0,53.0,13.0,34.0,1.48,2.65,40.0,58864156
273,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,80,Plott,"high precipitation, stony",22.0,20066869,0.0,3.0,92.0,,,,0.1,1.8,,58864157
274,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,80,Plott,"high precipitation, stony",22.0,20066869,18.0,38.0,28.0,61.0,15.0,24.0,0.99,2.51,53.0,58864158
275,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,80,Plott,"high precipitation, stony",22.0,20066869,84.0,119.0,9.0,53.0,13.0,34.0,1.48,2.65,40.0,58864159
276,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Edneyville,"high precipitation, stony",22.0,20066870,64.0,203.0,91.0,63.0,12.0,25.0,1.56,2.66,31.0,58864160
277,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Edneyville,"high precipitation, stony",22.0,20066870,0.0,13.0,28.0,61.0,14.0,25.0,1.42,2.6,34.0,58864161
278,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,4,Edneyville,"high precipitation, stony",22.0,20066870,13.0,64.0,9.0,51.0,13.0,36.0,1.48,2.66,37.0,58864162
279,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,6,Porters,"high precipitation, stony",22.0,20066871,137.0,203.0,21.0,,,,,,,58864163
280,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,6,Porters,"high precipitation, stony",22.0,20066871,117.0,137.0,91.0,63.0,12.0,25.0,1.56,2.65,31.0,58864164
281,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,6,Porters,"high precipitation, stony",22.0,20066871,23.0,117.0,28.0,48.0,14.0,38.0,1.47,2.65,33.0,58864165
282,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwD,"Plott fine sandy loam, high precipitation, 15 to 30 percent slopes, stony",61,545852,6,Porters,"high precipitation, stony",22.0,20066871,0.0,23.0,9.0,42.0,19.0,39.0,0.93,2.51,51.0,58864166
283,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Porters,"high precipitation, stony",40.0,20066872,137.0,203.0,21.0,,,,,,,58864167
284,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Porters,"high precipitation, stony",40.0,20066872,117.0,137.0,91.0,63.0,12.0,25.0,1.56,2.65,31.0,58864168
285,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Porters,"high precipitation, stony",40.0,20066872,23.0,117.0,28.0,48.0,14.0,38.0,1.47,2.65,33.0,58864169
286,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Porters,"high precipitation, stony",40.0,20066872,0.0,23.0,9.0,42.0,19.0,39.0,0.93,2.51,51.0,58864170
287,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,80,Plott,"high precipitation, stony",40.0,20066873,0.0,3.0,92.0,,,,0.1,1.8,,58864171
288,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,80,Plott,"high precipitation, stony",40.0,20066873,18.0,38.0,28.0,61.0,15.0,24.0,0.99,2.51,53.0,58864172
289,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,80,Plott,"high precipitation, stony",40.0,20066873,84.0,119.0,9.0,53.0,13.0,34.0,1.48,2.65,40.0,58864173
290,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,80,Plott,"high precipitation, stony",40.0,20066873,3.0,18.0,28.0,61.0,15.0,24.0,0.99,2.51,54.0,58864174
291,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,80,Plott,"high precipitation, stony",40.0,20066873,119.0,203.0,28.0,67.0,9.0,24.0,1.55,2.65,29.0,58864175
292,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,80,Plott,"high precipitation, stony",40.0,20066873,38.0,84.0,9.0,53.0,13.0,34.0,1.48,2.65,40.0,58864176
293,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Tuckasegee,"high precipitation, very stony",40.0,20066874,0.0,28.0,28.0,43.0,17.0,40.0,0.94,2.51,43.0,58864177
294,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Tuckasegee,"high precipitation, very stony",40.0,20066874,28.0,152.0,91.0,53.0,13.0,34.0,1.48,2.65,31.0,58864178
295,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Tuckasegee,"high precipitation, very stony",40.0,20066874,152.0,203.0,28.0,54.0,14.0,32.0,1.54,2.65,23.0,58864179
296,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,2,Edneyville,"high precipitation, stony",40.0,20066875,64.0,203.0,91.0,63.0,12.0,25.0,1.56,2.66,31.0,58864180
297,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,2,Edneyville,"high precipitation, stony",40.0,20066875,0.0,13.0,28.0,61.0,14.0,25.0,1.42,2.6,34.0,58864181
298,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,2,Edneyville,"high precipitation, stony",40.0,20066875,13.0,64.0,9.0,51.0,13.0,36.0,1.48,2.66,37.0,58864182
299,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Unaka,"high precipitation, stony",40.0,20066876,0.0,23.0,9.0,42.0,19.0,39.0,0.93,2.51,51.0,58864183
300,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,PwE,"Plott fine sandy loam, high precipitation, 30 to 50 percent slopes, stony",62,545853,4,Unaka,"high precipitation, stony",40.0,20066876,23.0,69.0,28.0,51.0,12.0,37.0,1.48,2.65,35.0,58864184
